episode,reward
297,1346.343273380832
298,1357.7338387643429
299,1417.8666840747844
300,1444.2221555244087
301,1437.9518710481489
302,1411.529355380993
303,1390.761866748787
304,1415.2802612891383
305,1390.9001112192914
306,1434.9420720470246
307,1451.1771827463695
308,1428.5323029254873
309,1442.402375109783
310,1426.8917943347901
311,1425.3840348149067
312,1421.7070486259258
313,1434.0964217769524
314,1439.4028380958516
315,1433.8537661409116
316,1432.698485226483
317,1445.3244052717864
318,1425.0909483634211
319,1416.4790165806883
320,1410.0841069302037
321,1437.5798086065013
322,1423.1317325036916
323,1406.4767242713872
324,1393.2553596113128
325,1449.8571713246101
326,1439.5572515526835
327,1461.7079626608624
328,1411.5110538049737
329,1433.2810108296553
330,1451.0142637182437
331,1441.5844930433184
332,1439.6625563226405
333,1425.2464265388733
334,1410.9559148234202
335,1443.757333792046
336,1434.7391168524825
337,1455.2950103738058
338,1412.152543432801
339,1453.7514185623204
340,1426.6924819857506
341,1392.5103104470677
342,1448.505674282406
343,1415.0603738154102
344,1462.6795281886266
345,1421.6149650152051
346,1462.8537710187
347,1423.3167235942744
348,1389.121628200989
349,1423.1494655405315
350,1380.004109428611
351,1369.58368251059
352,1447.559971558855
353,1439.4992701381352
354,1461.353770218711
355,1454.4854503968982
356,1412.9891789149
357,1441.5590402595626
358,1331.5404422120353
359,1441.053107986011
360,1415.7929333688005
361,1415.9428993999968
362,1416.6826897238134
363,1346.2644123883883
364,1270.8813378812104
365,1356.671807281759
366,1407.798960640561
367,1183.951131844555
368,1434.7163170141298
369,1431.798015473658
370,1390.1294615556344
371,1417.0431040812507
372,1428.4805646978548
373,1448.9587111970975
374,1429.5401768829797
375,1396.9126884138977
376,1190.1818419642418
377,1406.4677626237594
378,1359.2315413083973
379,1416.3828093636882
380,1456.2255046660182
381,1450.8650678261574
382,1369.2352234238322
383,1417.331453253438
384,1421.6369191233946
385,1458.8373351787045
386,1462.3537652934901
387,1145.5921721563113
388,1422.6616332806216
389,1391.771509257887
390,1431.2524778780178
391,1287.4200994872556
392,1425.528867016914
393,1361.971727891144
394,1459.4648560740243
395,1444.6782758465554
396,1392.599128125776
397,1432.538622825036
398,1420.200875250908
399,1402.716098493328
400,1441.2181782722116
401,1321.0731447415826
402,1442.4140916200145
403,1418.6267150915155
404,1416.770104533626
405,1449.7442295768171
406,1454.8035053589297
407,1471.3537662627502
408,1430.1350041222308
409,1364.4848189079614
410,1435.2255184392475
411,1424.2507497777442
412,1355.3471076678936
413,1456.8537656546794
414,1427.4845484006325
415,1440.7696154842583
416,1450.012493804462
417,1418.003515655167
418,1424.2529592957137
419,1401.4780048231555
420,1441.242299421385
421,1465.5614707103878
422,1442.8537682723434
423,1441.2875109971894
424,1430.9925754393687
425,1408.879344248793
426,1452.1244275137542
427,1454.8537684123169
428,1432.0493465907905
429,1365.6037786559434
430,1448.7576915610184
431,1411.1466756288391
432,1436.9900140978687
433,1357.6352696535705
434,1437.7941930256547
435,1452.5645381952108
436,1436.0809238132065
437,1412.1563909037752
438,1438.1297724107676
439,1349.4931232083493
440,1418.0848394043721
441,1384.005122882565
442,1457.8265673435092
443,1437.369302786679
444,1421.2906331518361
445,1370.0325262631031
446,1421.794427603846
447,1424.5960544455615
448,1455.1179034878573
449,1413.4842574624984
450,1411.8733628938687
451,1428.1087534981993
452,1454.1039919193122
453,1447.187857528134
454,1388.7881609516699
455,1336.8119673490114
456,1404.1163809683435
457,1439.8537663283144
458,1368.5575129529484
459,1411.8815798971227
460,1431.443132207439
461,1415.5122540927991
462,1468.5457482553197
463,1379.6469330180537
464,1433.3009376638906
465,1392.4539768057416
466,1392.9235104892284
467,1314.0213661677437
468,1393.5217734261682
469,1407.4216889220397
470,1416.4890854961448
471,1457.7738750339765
472,1403.6773488482083
473,1438.3008427247585
474,1399.76041982813
475,1400.0066602813524
476,1377.5497799391371
477,1342.8631264251778
478,1424.543186061343
479,1421.7585573919334
480,1325.5226056486713
481,1435.2808571619853
482,1435.1174550459846
483,1464.1774226659304
484,1386.2177736681638
485,1467.5883497206314
486,1431.754099314424
487,1355.1171987013508
488,1271.003755432671
489,1436.5237245909502
490,1262.8391255177394
491,1455.3244188983304
492,1450.6331465334708
493,1398.6381115579597
494,1438.232075917754
495,1458.4240750110826
496,1446.3537687635755
497,1442.788849139781
498,1387.1705127119
499,1409.928779475444
